0.5329861,0.21354167,0.5052083,0.296875,0.421875,0.296875,0.33854166,0.25520834,0.421875,0.25520834,0.5885417,0.296875,0.7135417,0.296875,0.6302083,0.296875,0.46354166,0.5052083,0.421875,0.671875,0.421875,0.7552083,0.546875,0.5052083,0.5885417,0.671875,0.5885417,0.7552083,1
0.546875,0.21354167,0.546875,0.296875,0.46354166,0.296875,0.38020834,0.296875,0.46354166,0.296875,0.6302083,0.296875,0.7135417,0.296875,0.8385417,0.25520834,0.46354166,0.5052083,0.46354166,0.671875,0.421875,0.7829861,0.5885417,0.5052083,0.5885417,0.6302083,0.5885417,0.7829861,1
0.546875,0.21354167,0.546875,0.296875,0.46354166,0.296875,0.38020834,0.296875,0.46354166,0.296875,0.6302083,0.296875,0.7135417,0.296875,0.8385417,0.25520834,0.46354166,0.5052083,0.46354166,0.671875,0.421875,0.7829861,0.5885417,0.5052083,0.5885417,0.6302083,0.5885417,0.796875,1
0.5052083,0.21354167,0.5190972,0.296875,0.46354166,0.296875,0.4079861,0.19965278,0.421875,0.22743055,0.5885417,0.296875,0.6302083,0.21354167,0.6024306,0.21354167,0.46354166,0.5052083,0.4357639,0.671875,0.421875,0.796875,0.546875,0.5052083,0.5885417,0.6440972,0.5885417,0.7552083,1
0.5052083,0.21354167,0.5329861,0.296875,0.46354166,0.296875,0.38020834,0.19965278,0.4357639,0.22743055,0.5885417,0.296875,0.6302083,0.21354167,0.6302083,0.21354167,0.46354166,0.5052083,0.4496528,0.671875,0.421875,0.796875,0.5607639,0.5052083,0.5885417,0.6302083,0.5885417,0.7829861,1
0.5052083,0.21354167,0.5052083,0.296875,0.421875,0.296875,0.38020834,0.35243055,0.46354166,0.296875,0.5885417,0.296875,0.6302083,0.33854166,0.546875,0.296875,0.46354166,0.5052083,0.421875,0.671875,0.421875,0.796875,0.546875,0.5052083,0.5885417,0.671875,0.5885417,0.796875,1
0.5052083,0.21354167,0.5052083,0.296875,0.421875,0.296875,0.38020834,0.33854166,0.46354166,0.296875,0.5885417,0.296875,0.671875,0.33854166,0.671875,0.33854166,0.46354166,0.5052083,0.421875,0.671875,0.421875,0.796875,0.546875,0.5052083,0.5885417,0.671875,0.5885417,0.796875,1
0.546875,0.21354167,0.5052083,0.296875,0.421875,0.33854166,0.421875,0.421875,0.421875,0.5052083,0.5885417,0.33854166,0.6302083,0.421875,0.6302083,0.5052083,0.46354166,0.5052083,0.4496528,0.671875,0.421875,0.796875,0.546875,0.5052083,0.5885417,0.671875,0.5885417,0.796875,0
0.546875,0.21354167,0.5052083,0.296875,0.421875,0.33854166,0.421875,0.421875,0.421875,0.5052083,0.5885417,0.33854166,0.6302083,0.421875,0.6302083,0.5052083,0.46354166,0.5052083,0.421875,0.671875,0.421875,0.7829861,0.546875,0.5052083,0.5885417,0.6302083,0.5885417,0.796875,0
0.5052083,0.3246528,0.5052083,0.4079861,0.46354166,0.421875,0.38020834,0.3940972,0.421875,0.421875,0.546875,0.421875,0.5885417,0.4357639,0.6302083,0.4079861,0.46354166,0.5885417,0.421875,0.6440972,0.421875,0.796875,0.546875,0.5885417,0.5885417,0.6440972,0.5885417,0.796875,0
